"filename", "language", "HTML", "PHP", "CSS", "JavaScript", "XML", "SCSS", "Less", "JSON", "Python", "pip requirements", "comment", "blank", "total"
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\blog\vendor\fontawesome-free\css\brands.min.css", "CSS", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\blog\vendor\fontawesome-free\css\fontawesome.css", "CSS", 0, 0, 3039, 0, 0, 0, 0, 0, 0, 0, 6, 1478, 4523
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\blog\vendor\fontawesome-free\css\fontawesome.min.css", "CSS", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\blog\vendor\fontawesome-free\css\regular.css", "CSS", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 4, 2, 16
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\blog\vendor\fontawesome-free\css\regular.min.css", "CSS", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\blog\vendor\fontawesome-free\css\solid.css", "CSS", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 4, 2, 17
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\blog\vendor\fontawesome-free\css\solid.min.css", "CSS", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\blog\vendor\fontawesome-free\css\svg-with-js.css", "CSS", 0, 0, 312, 0, 0, 0, 0, 0, 0, 0, 4, 56, 372
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\blog\vendor\fontawesome-free\css\svg-with-js.min.css", "CSS", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\blog\vendor\fontawesome-free\css\v4-shims.css", "CSS", 0, 0, 1556, 0, 0, 0, 0, 0, 0, 0, 4, 613, 2173
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\blog\vendor\fontawesome-free\css\v4-shims.min.css", "CSS", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\blog\vendor\fontawesome-free\webfonts\fa-brands-400.svg", "XML", 0, 0, 0, 0, 3566, 0, 0, 0, 0, 0, 4, 1, 3571
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\blog\vendor\fontawesome-free\webfonts\fa-regular-400.svg", "XML", 0, 0, 0, 0, 799, 0, 0, 0, 0, 0, 4, 1, 804
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\blog\vendor\fontawesome-free\webfonts\fa-solid-900.svg", "XML", 0, 0, 0, 0, 4934, 0, 0, 0, 0, 0, 4, 1, 4939
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\blog\vendor\jquery\jquery.js", "JavaScript", 0, 0, 0, 6906, 0, 0, 0, 0, 0, 0, 1890, 2077, 10873
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\blog\vendor\jquery\jquery.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 3
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\blog\vendor\jquery\jquery.slim.js", "JavaScript", 0, 0, 0, 5522, 0, 0, 0, 0, 0, 0, 1561, 1695, 8778
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\blog\vendor\jquery\jquery.slim.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 3
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\css\styles.css", "CSS", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"e:\Mis doumentos\Desktop\Universidad\Tesis\static\forms\contact.php", "PHP", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 42
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\Tablas_2_carriles.html", "HTML", 550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 19, 584
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\blog-single.html", "HTML", 394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 83, 499
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\blog.html", "HTML", 317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 74, 413
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\blog_final.html", "HTML", 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 32, 202
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\data.html", "HTML", 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 18, 122
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\footer.html", "HTML", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 48
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\hcm_two_lines.html", "HTML", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 20, 137
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\header.html", "HTML", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 54
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\index.html", "HTML", 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 21, 155
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\index_1.html", "HTML", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 84
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\indextem.html", "HTML", 830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 104, 963
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\make-post.html", "HTML", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 40
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\multicarril.html", "HTML", 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 18, 156
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\peatones.html", "HTML", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 21, 138
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\post.html", "HTML", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 12, 113
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\prueba.html", "HTML", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 60
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\resultados.html", "HTML", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 19, 135
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\resultados_2_carriles.html", "HTML", 289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 22, 326
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\resultados_hcm2.html", "HTML", 3346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 27, 3388
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\resultados_multicarril.html", "HTML", 1139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 25, 1179
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\resultados_peatones.html", "HTML", 1117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 21, 1153
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\tabla18mp.html", "HTML", 1386, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 19, 1420
"e:\Mis doumentos\Desktop\Universidad\Tesis\templates\tabla19mp.html", "HTML", 963, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 20, 998
"Total", "-", 26005, 18, 122655, 56575, 48893, 478, 4610, 3712, 3540, 91, 11381, 29036, 306994
